num_chars,num_words,num_unique_words,num_sentences,avg_sentence_length,avg_word_length,lexical_density,type_token_ratio,hapax_legomena,hapax_percentage,author,category,is_machado,file_name
94451,17878,2833,544,32.8639705882353,4.493429189857761,0.5132962275819418,0.21900123685837972,1716,13.26530612244898,Machado de Assis,cr├нtica,1,criticaTeatral.txt
4408,820,294,38,21.57894736842105,4.5924713584288055,0.5368248772504092,0.48117839607201307,227,37.15220949263502,Machado de Assis,cr├нtica,1,colombo.txt
8523,1733,543,59,29.372881355932204,4.212715855572998,0.521193092621664,0.4262166405023548,384,30.141287284144425,Machado de Assis,cr├нtica,1,procelarias.txt
186126,35757,4905,1247,28.674418604651162,4.439130767464993,0.5156859744433392,0.18765781620628968,2855,10.92279439895937,Machado de Assis,cr├нtica,1,revistaDramatica.txt
31934,6049,1236,246,24.589430894308943,4.400836451683909,0.5280651551837993,0.27206691613471273,752,16.55293858683689,Machado de Assis,cr├нtica,1,pareceresConservatorioDramatico.txt
11148,2162,649,79,27.367088607594937,4.431066749844042,0.5021834061135371,0.404865876481597,477,29.75670617592015,Machado de Assis,cr├нtica,1,mae.txt
25879,4829,1168,153,31.562091503267975,4.634098544232923,0.5327547592385219,0.3269876819708847,798,22.340425531914892,Machado de Assis,cr├нtica,1,instintoNacionalidade.txt
32080,5812,1230,220,26.418181818181818,4.369041887337506,0.4978334135772749,0.2961001444390948,812,19.547424169475207,Machado de Assis,cr├нtica,1,suplicio.txt
4697,882,317,27,32.666666666666664,4.637795275590551,0.525984251968504,0.49921259842519683,249,39.21259842519685,Machado de Assis,cr├нtica,1,contosSeletos.txt
5217,1040,345,34,30.58823529411765,4.280794701986755,0.5152317880794702,0.45695364238410596,246,32.58278145695364,Machado de Assis,cr├нtica,1,harmoniasErrantes.txt
146480,28461,3888,1478,19.256427604871448,4.450172825081545,0.5205199357382796,0.18927997663210164,2288,11.13869821332944,Machado de Assis,cr├нtica,1,revistaTeatros.txt
15213,2991,742,89,33.60674157303371,4.3522727272727275,0.5227272727272727,0.3372727272727273,501,22.772727272727273,Machado de Assis,cr├нtica,1,cultoDever.txt
220972,43088,4794,2713,15.882049391817176,4.416329750517701,0.5088584294776978,0.15757814811162607,2776,9.124675410051605,Machado de Assis,romance,1,ressurreicao.txt
